"id","user_name","post_message","timestamp_post","num_like_post","num_comment_post","num_share_post","label"
"14","-9.2226778721995E+18","BAN MUỐN MÌNH LÀ NGƯỜI SỐNG SÓT TRONG CON SỐ 90% SAU KHI ĐÃ BỊ NHIỄM VŨ HÁN THÌ HÃY LÀM ĐÚNG SAU ĐÂY.

Khi bạn biết mình bị lây nhiễm con Vũ Hán vì ho nhiều, đau ngực, khó thở, nhức đầu và tiêu chảy - người bị nóng sốt lâu không cảm thấy giảm thì hãy làm đúng sau đây:

(1) Uống thuốc Tylenol giúp hạ nhiệt và đắp khăn lạnh vào đầu. Tuyệt đối không sợ hãi, phải thật bình tĩnh vì sống chết có số mạng - mình cố gắng hết sức mình - càng sợ hãi về tâm lý thì cơ hội mình càng ít hy vọng hơn - nhớ thật kỹ là không gì sợ hãi khi nhiễm bệnh.

(2) Tự mình cách Iy với gia định, người thân - tìm một nơi thoáng mát nằm nghỉ ngơi - một nơi có cửa sổ đưa nhiều không khí vào

(3) Mỗi ngày uống nhiều nước cỡ 3 lít - 1 ly nước cam và cố gắng ăn đủ bữa. Cổ gắng ăn để cơ thể đủ sức chống lại Virus - nhịn đói rất nguy hại. Nếu khó ăn quá, ăn không nỗi thì uống 1 ly nước trà ẩm pha đường tạm thời.","1582534740","unknown","unknown","unknown","1"
"15","-1.1962545123572E+18","TIN NÓNG HỔI TIN VUI CHO CẢ NHÀ NHÉ. LÊN CẢ THỜI SỰ HÀN QUỐC RỒI. BÁC NÀO CHƯA KỊP MUA SÂM DÙNG GIÚP TĂNG ĐỀ KHÁNG CORONA,THÌ HÃY MUA SỚM ĐI AH... SÂM SẮP SẮP TĂNG GIÁ CHÓNG MẶT TV có nói trong tình hình dịch bệnh CORONA (코로나) hiện nay,tuy nhân sâm hàn quốc ko thể chữa khỏi bệnh nhưng lại có khả năng nâng cao sức đề kháng phòng chống bệnh ạ..và sâm tốt nhất là sâm vùng kumsan ( 금산) e vân bán cho mn lâu nay đó ạ. Ăn SÂM có thể đẩy lùi đc 25% về bệnh đường hô hấp và khoảng 69% về bệnh lây nhiễm Xem thêm","1581480186","6","","25","1"
"16","1.2335044360219E+18","Sài Gòn cũng đã có một khu vực bị cách ly ở đường Nguyễn Hiến Lê. Phường 13, quận Tân Bình. Mọi người nếu không thực sự có nhu cầu, nên hạn chế đi qua tuyến đường đó.","1581740400","147","46","26","1"
"17","2.611131796942E+18","Vatican xác nhận Đức Giáo hoàng Phanxicô và hai phụ tá xét nghiệm dương tính CV19.","1583072040","316","25","34","1"
"18","-8.9470547247916E+18","LỜI BÁC ĐAM .....! #Nghe_đi_để_biết_sợ
⭐Việt Nam ta có hơn 96 triệu dân nhưng chỉ có khoảng 4.000 máy thở đặt nội khí quản thôi. Trong khi đó Hà Nội 11 triệu dân chỉ có khoảng 300 cái.
- Dịch bùng ra 1 cái, chắc chắn VN sẽ bứt lên đua top 1 ngay.
- Không còn có chuyện nhà nước lo và ra viện đc tặng hoa nữa đâu
- Lúc này, đất nước chỉ cần bạn biết SỢ, thế là đủ ! Đừng nghĩ virus nó chừa bạn ra.
- Gương Châu Âu, Châu Mỹ... chủ quan chưa biết sợ vẫn còn nguyên đó !!!
- Tiền hôm nay ko kiếm thì mai kiếm... Nhưng mạng sống chỉ có “ 1 “
- Hãy ở nhà và thật hạn chế, khi có việc cần thiết mới ra đường mọi người ơi.
- Việt Nam mình còn nghèo lắm, cơ sở vật chất trang thiết bị còn thiếu thốn rất nhiều, còn thiếu khu cách li
- Vì vậy Ý thức của mỗi cá nhân khi dịch quay về hâm he sẽ góp phần chung tay đẩy lùi dịch Covid-19...
Ở nhà là yêu nước....
XIN ACE HÃY CHIA SẼ BÀI VIẾT NÀY","1596097080","348","59","453","1"
"19","-4.7542759366425E+18","Vụ bắt cóc con nít thôn 5 nông Sơn sao k thấy ai nói gì hh","1586996520","unknown","unknown","unknown","1"
"20","6.4590180234788E+18","TIN VUI CHO NGƯỜI MỸ VÀ NHÂN LOẠI 😍 WE LOVE AMERICA ❤️ Ngài TT Trump viết lên trang Facebook của mình để Loan báo cho nhân loại tin vui ! “We are going to WIN, sooner rather than later!”... “Chúng tôi sẽ THẮNG, sớm hơn chúng tôi tưởng !” Tổng Thống Donald Trump vừa Loan báo tin mừng, HOA KỲ là Quốc Gia bào chế thuốc đặc trị và vaccine chống CoronaVirus NHANH NHẤT trên thế giới FDA chấp thuận cho dùng hai loại thuốc này để Trị liệu Plaquenil and Remdesivir Theo FDA, Whitehouse, TT TRUMP ➡Hôm thứ 2 FDA Mỹ đã chấp thuận sử dụng thuốc trị sốt rét, Lupus để trị CoronaVirus ➡theo lời DrThùy Trang , thử nghiệm tại phòng Lab riêng và khẳng định thuốc này chặn được cơn sốt của Vũ Hán. ➡Virus Vũ Hán khiến cơn sốt cao và virus dễ dàng xâm nhập phá hủy cơ quan hô hấp như phổi nhanh chóng , đó vậy chỉ cần loại thuốc nào đó chặn đứng được cơn sốt này thì kháng thể chúng ta đủ thời gian diệt Virus. ➡Plaquenil (Hydroxychloroquine) là loại thuốc có khả năng như chúng ta mong muốn và đã được FDA chấp thuận Kết hợp : Plaquenil (Hydroxychloroquine, HCQ) + Zinc ( Azithromycin Z-pack thuốc trụ sinh) hoàn toàn có thể chặn đứng CORONAVIRUS ✅Vậy thì khỏi lo lắng nữa - Nếu quý anh chị ở VN ai bị nhiễm Vũ Hán, tham khảo với bác sĩ để uống Plaquenil chặn sốt trong 4 ngày là sẽ hết bệnh. ✅Phải có toa bác sĩ. ✅Theo tình hình này dịch sẽ được chấm dứt sớm trong tháng 4/2020 💥 Báo cho quý anh chị biết là thuốc Plaquenil (Hydroxychloroquine) đang bị Trung Quốc hốt hàng - coi chừng khan hiếm hàng 💥Thuốc Plaquenil (Hydroxychloroquine) đang tăng giá online chóng mặt từ 20 đô thành 177 đô/hộp Mọi người yên tâm tin vui sẽ luôn cập nhật từng phút để lan tỏa cho cộng đồng sớm và bài viết sẽ luôn được cập nhật hình ảnh , link , tin khi bạn share sẽ được Automatic ! Mừng nhân loại sớm bình an. https://www.forbes.com/…/trump-says-fda-approved-anti-mal…/… Post có link báo chính thống. https://abc13.com/…/live-trump-says-fda-to-approve…/6027491/ Nguồn copy... Xem thêm","1584675551","19","3","47","1"
"21","-8.9941277625212E+18","DU KHÁCH TRUNG QUỐC ĐẦU TIÊN CHẾT VÌ VIRUS CORONA Ở ĐÀ NẴNG
==ĐÀ NẴNG, AN NAM==
Theo một số tin từ hiệp hội du lịch đà nẵng cho biết thì hôm qua nhân viên một khách sạn tại mỹ khê, đà nẵng phát hiện một du khách nam người tàu đã tử vong trong phòng nghi là bị dính vi khuẩn chết người corona.
Theo chị N là lễ tân khách sạn cho biết thì vị khách nam này khoảng 50 tuổi ở cùng phòng với 2 người khác, cách đây 2 ngày vị khách này có biểu hiện ho liên tục và sốt cao có đi xuống...","1580096700","unknown","unknown","unknown","1"
"22","-8.2832760308007E+17","Thông tin mới nhất về COVID-19 Đà Lạt. Đà Lạt có 3 ca nhiễm COVID-19, trong đó 1 ca đã tử vong lúc 4h sáng nay, 2 ca còn lại đang được cách ly. Chính quyền đang lên danh sách những người tiếp xúc với 3 bệnh nhân đó. Dự tính số người tiếp xúc với bệnh nhân khoảng 500 người. Bệnh nhân tử vong bên đường Đa Phú, 2 bệnh nhân còn lại ở chợ Đà Lạt...","1585705500","144","27","8","1"
"23","7.639697019492E+18","Tình hình ở BV An Phước có 6 người nghi nhiễm virus CORONA, đã bị nhốt cách ly","1579771920","unknown","unknown","unknown","1"
"24","6.8413613312526E+18","Mỹ An Tháp Mười Có 1 ca Nhiễm dịch ròi mọi người ơi

#toang","1584861720","unknown","unknown","unknown","1"
"25","3.3856407303735E+18","Cột sóng 5G phát tán Covid-19 gây chết người tại Anh!
Theo tin từ Nextdoor, nguồn gốc virus corona là từ dịch vụ 5G mới được triển khai ở Vũ Hán và người Anh cũng đang bắt đầu phá triệt những cột sóng 5G ở đây, tránh lây lan bệnh tật..","1586274720","100","13","2","1"
"26","-1.2981907019302E+18","Đồng Nai nhiều người nhiễm virus Corona, nguy cơ Đồng Nai biến thành ổ dịch nCoV/Covid 19","1581629640","15","7","0","1"
"27","1.5885059002039E+18","Kỳ án HDH.đã tìm ra chứng cứ ngoại phạm cho HDH. Hải đi trả tiền cho bạn ở quoán cafe.nhân chứng là bạn HẢI và chủ quoán cafe","1589705231","253","119","4","1"
"28","-2.2172475844424E+17","KHẨN CẤP: Hàng loạt trẻ em nhập viện vì ngộ độc thịt lợn có chứa thuốc an thần

Xét nghiệm ban đâu từ các trẻ nhập viện cho thấy các bé đều có dấu hiệu bị ngộ độc với chất
acepromazin, đây là chất có trong thuốc an thản thường được tiêm cho heo trước khi mỏ. Hiện đã
có 63 trẻ nhập viện trong tình trạng nguy hiếm, số lượng các trẻ nhập viện cấp cứu ngày một tăng
cao.","1507125840","unknown","unknown","unknown","1"
"29","3.34356583858E+18","CHỦ ĐỘNG CHO CORONAVIRUS LÂY LAN

Chống xâm nhập thất bại, chính phủ các nước Anh, Đức ""chủ động cho dịch Covid-19 phát tán để tạo miễn dịch trong cộng đồng (vì con virus này không nguy hiểm).

Ảnh chụp màn hình từ báo.","1583918640","310","29","74","1"
"30","-8.3173063171193E+17","Ngoài vụ ở Thái Nguyên tôi đã vạch trần hôm qua. Xin thông báo tiếp đến mọi người chuyện lãnh đạo huyện Yên Phong, Bắc Ninh cũng đang che giấu tình hình bệnh của nhân viên Samsung Bắc Ninh tên Xuân (người tự cách ly từ ngày 17/02 do có biểu hiện sốt cao, khó thở và ho sau khi tiếp xúc với ca nhiễm thứ 9). Bằng chứng là lãnh đạo huyện Yên Phong nói cơ sở y tế đã lấy máu bệnh nhân để xét nghiệm (trong khi thực ra phải lấy mẫu dịch ở đường hô hấp để xét nghiệm). ","1584754140","501","120","91","1"
"31","5.8522788352002E+18","Một trận chiến lịch sử. Toàn nước toàn dân Việt Nam hãy nhớ mốc 15-04-2020 thế giới chịu thua nhưng chúng ta đã thắng chiến thắng mốc lịch sử nầy rất quan trọng, cả thế giới đều phải kinh ngạc...","1586507820","20","10","0","1"
"32","-6.0262677973898E+17","Con mụ Nguyễn H.N…, tạm trú Trúc Bạch, DƯƠNG TÍNH Covid-19. Hình như là con gái của Chủ tịch Thép Việt Ý.

Chắc tuần sau mã này giảm sàn cả tuần. Dân Việt tẩy chay Thép Việt Ý luôn. Con ... này đi Anh từ 15/2 sau đó từ Anh qua Ý (qua Milan) rồi transit qua Pháp về VN ngày 2/3. Khai báo ko trung thực để trốn cách ly. Đi tung tăng khắp HN: (Ẻm đã đi khai trương Uniqlo HN, đánh golf ở Skylake, nhà bạn zai ở Hapulico, họp lớp, thăm người quen... đủ cả rồi)...","1583510220","1243","329","128","1"
"33","3.3324266870982E+18","COVID-19 KHÔNG LÂY NHIỄM Ở BẮC KINH VÀ THƯỢNG HẢI

Ngày 26/3, vi-rút corona từ Vũ Hán đã lây lan toàn thế giới nhưng không lây nhiễm ở Bắc Kinh và Thượng Hải. ","1586779920","418","18","29","1"
"34","-4.8783867218339E+18","Ăn trứng, cúng bái, xua đuổi tà ma chống được dịch Corona. Tỉnh YueNan Trung Quốc vì sùng đạo nên tỷ lệ tử thấp hẳn. Đây là bí quyết từ sư thấy Đạt Ma Linh Phúc. Xin gửi đến các bạn. Nam mô.","1582025940","111","20","10","1"
"35","-5.8967747439998E+18","Đồ uống nóng chống lại virus Vũ Hán.

Thức uống nóng, nhiệt độ ấm hơn có thể bảo vệ mọi người khỏi virus Vũ Hán.","1586926500","298","10","28","1"
"36","2.9492455594792E+18","Ngày hôm qua gia đình mình có ra chợ Thới Bình, Cà Mau mua 1 bao gạo 50kg. Khi về nhà hạt gạo
vẫn trắng tinh. Để sau 1 đêm hạt gạo lại chuyển sang màu vàng. Hạt gạo rất dài, dài hơn hạt gạo
bình thường. Khi nấu cơm hạt gạo không nở ra giống gạo bình thường mà chỉ dẻo thôi. Chiều dài
bất thường .Đốt có mùi khét. Có thể đây là gạo giả.
Bà con lưu ý khi mua gạo về nấu cơm nhé. ","1499075340","unknown","unknown","unknown","1"
"37","-1.2195208467384E+18","Chuyến bay ""nhân đạo"" đưa người Ucraina về nước đã cất cánh, với ""sự tài trợ"" của VinGroup và thực hiện bởi Vietnam Airlines.
Thật ra chuyện này đã được mưu tính trước, muốn được lên máy bay đã phải ký thỏa thuận giữ bí mật về việc hành khách sau khi hạ cánh phải hoặc đăng bài cảm ơn hoặc hứa tiếp tục sử dụng dịch vụ của 2 doanh nghiệp này. Trên đời làm gì có bữa ăn miễn phí...","1585465320","602","96","76","1"
"38","-3.7317936743628E+18","Phó Chủ tịch Thường trực UBND TPHCM Lê Thanh Liêm nói rằng “…từ sáng tới giờ có tổng cộng hơn 43.000 ca, trong đó có hơn 100 ca tử vong, nâng số tử vong là hơn 1.000 ca…”.
Thông tin thực từ TPHCM. TPHCM đang ém dịch, giấu dịch. Video đã đăng đầy đủ đoạn hội thoại, cũng đã xác nhận tính xác thực.","1585559940","16","1 comment","0","1"
"39","-6.1614638473561E+18","Lô thuốc chữa bệnh viêm phổi Virus Vũ Hán đầu tiên xuất xưởng.

Công ty Moderna Therapeutics (Mỹ) đã thử nghiệm thành công trên người, đã được cấp phép và xuất xưởng vắc-xin chống virus Vũ Hán.","1584429600","227","14","45","1"
"40","2.8012281263552E+17","Toang rồi Hà Tĩnh ạ. Nghe nói em trai sốt cách ly nựa. Ai mà đi đám cưới ở tầng 1 BMC ngày 1-3 thì có lẹ tự giác đi kiểm tra cấy cho xã hội an toàn chơ một đám cưới mấy trăm khách xong còn về tiếp xúc với biết bao nhiêu ng nựa. Nhanh lắm…","1583244360","290","13","32","1"
"41","-8.8878876852474E+17","Vừa tới cô bán thuốc bảo các bác sĩ Thái Lan chế tạo ra được thuốc kháng sinh virut corona - nghe mừng hết lớn","1597452840","unknown","unknown","unknown","1"
"42","7.2792497450048E+18","CÒN 35 THẺ KHẢNG KHUẨN DIỆT VIRUS CORONA
Mình bán giá 280.000 đồng/thẻ. Nếu người mua với số lượng nhiều, mình sẽ giảm giá còn 250.000 đồng. SL có hạn thôi nên ai nhanh thì mình đưa, cũng lo cho sức khỏe mọi người hòa vốn thôi :)","1582455600","418","18","29","1"
"43","6.4803097314284E+18","Cả nhà ơi mẹ em vừa gọi bảo trên quê em có một bà chị đẻ con ra đứa bé đã biết nói, đứa bé có nói là nếu thế giới này, nhà nào không luộc trứng ăn thì sẽ chết hết, mỗi người ăn một quả trứng luộc sẽ thoát kiếp nạn này!","1580965140","unknown","unknown","unknown","1"
"44","-7.7480336869298E+18","Tóm tắt vụ án giết người, cướp tài sản bưu cục Cầu Voi
 Hung thủ bưu cục Cầu Voi
 - Đi xe máy.
 - Để tóc 2 mái.
 - Có quen nhân viên bưu cục.
 - Có cầm đồ.
 - Có thiếu nợ.
 Nhân chứng không biết mặt Hồ Duy Hải
 Vật chứng
 - Dao, thớt có vết máu, bị tiêu hủy không lý do.
 Vật chứng thay thế
 - Dao, thớt mua ngoài chợ.
 Vân tay
 - Không có dấu vân tay Hồ Duy Hải.
 Vết máu tại hiện trường
 - 4 tháng sau mới giám định, khi máu đã phân hủy, không xác định được kết quả.
 Với những căn cứ trên, có thể buộc tội Hồ Duy Hải được không?
 (Lời khai nhận tội của bị can, bị cáo không phải là cơ sở duy nhất để buộc tội mà phải phù hợp với những chứng cứ vật chất khác, mà ở đây cơ quan điều tra lạ không thu thập đủ để chứng minh Hồ Duy Hải thực hiện hành vi)

 Theo Facebook Hoàng Linh","1589168917","21","1","0","1"
"45","8.7432104756197E+18","Con Virus ""Covid-34"" ! 8 giờ ngày 2-3, bà Trang đi xe hơi cùng tài xế và bệnh nhân 38 đến ăn sáng ở phường Xuân Hòa, Long Khánh ăn sáng. Đồng Nai vừa thông báo, đã có thêm 7 người tại Long Khánh phải cách ly vì con virus doanh nhân mang tên ""Covid-34"".... ______ Lúc bị cách ly tại bệnh viện Bình Thuận, con virus chửi bới ekip, ra yêu sách đòi chuyển lên Chợ Rẫy, không muốn nằm ở tỉnh vì lý do hết sức c h ó đ ẻ là : ""Chị có tiền"". Sau khi bị khước từ, tối đó con virus này đã tìm cách bỏ trốn nhưng bất thành. Mà có phải chỉ thế thôi đâu, kể cả con dâu chị, đến khi bị yêu cầu cách ly cũng đã phản ứng mạnh mẽ, nhất quyết không đi, cho đến khi lực lượng chức năng làm việc với sếp cô thì cô mới đi. Cặp mẹ chồng nàng dâu nhà này tương quan đến lạ. ______ Cả nước đang gồng mình chống dịch nhưng con virus ấy lại xách vali đi du lịch cùng câu lạc bộ Doanh Nhân, sẵn tiện ship luôn virus về. Chưa hết, ngoài việc khai gian về lịch trình di chuyển, virus này còn cậy mối quan hệ từ trung ương để tác động đến bộ máy chính quyền ở Bình Thuận. Và chính lí do đó, ngày 11/03 anh Nguyễn Đức Hải Hùng, phó chánh thanh tra của UBND Tỉnh Bình Thuận ra văn bản yêu cầu Sở TTTT, Công An tỉnh xử lý các bài đăng Facebook những ai đưa tin rằng con virus ""Covid-34"" này tiếp xúc với hội doanh nhân Bình Thuận. Giờ thì người ra văn bản này cảm thấy ngu người chưa ? ______ Mỗi ngày trôi qua, chính phủ bay 1.000 tỷ chống dịch là nhẹ tưng như lông hồng, chưa kể thiệt hại về kinh tế của các ngành nghề bị liên đới. Có nghĩa là, với sự giàu có của chị, với số tài sản chị đang có, chỉ là một cái búng tay đối với xã hội này, chị đừng hăng và ngông nữa. Từ A, B và C ta có => nên bỏ tù chị Trang. _____ Như đã nói, dù bất cứ lý do gì, dù bất cứ hoàn cảnh nào, thì đất nước này không chấp nhận được những con người đem lợi ích cá nhân đặt lên trên cả vận mệnh của đất nước. Đã đến lúc con virus vô văn hoá, đại diện cho tầng lớp lố bịch phải chịu trách nhiệm trước pháp luật về những gì nó đã gây ra. Vote bỏ tù ! Xem thêm","1584359849","1700","1000","479","1"
"46","8.7090342548929E+18","Mọi người cẩn thận COVID-19 nhé, Bạc Liêu mình có ca ngủm rồi. đang ém ko (không) cho công bố, ghê chưa!","1584353280","375","29","62","1"
"47","1.5263279767676E+18","Tin từ Phó Chủ Tịch UBND TPHCM Lê Thanh Liêm.
TP Hồ Chí Minh mắc 43000 ca Covid-19, tử vong hơn 1000 ca. ","1585560060","13","5","0","1"
"48","2.0623366007342E+18","COV-19 về đến hồng lĩnh rồi bà con ơi, Hiện đang cách ly mười mấy người ở trường lái hồng lĩnh. Bà con hạn chế đi lại nhé","1583656440","245","30","24","1"
"49","-3.2900909749209E+17","Người Hàn Quốc chết bên vệ đường ở Bắc Ninh do Covid-19.","1582744560","17","2","0","1"
"50","-7.5651970523893E+18","Từ ngày có dịch virus,Anh xã nhà e chưa bao giờ lên tiếng hoặc nói về dịch này Hnay xem tin tức của 1 Trường Đại học lớn ở bên Ấn Độ,chuyên nghiên cứu về các loại virus đã nghiên cứu ra loại virus từ đâu mà có.Thật sự là ko muốn tin và mong là ko phải sự thật Virus này ko phải là 1 loại virus cảm cúm,hoặc như H5n1 hoặc đơn giản các dịch khác,hoặc do tự nhiên mà có Nghiên cứu cho thấy,virus có cấu trúc giống của HIV,căn bệnh thế kỷ,và nếu ai bị nhiễm phải cúm này có thể khỏi n...hưng sẽ lại bị nhiễm tái lại,hiện tại chưa có thuốc chữa dc virus này,là do con người nghiên cứu ra và bị phát tán tại trung quốc. Chỉ cân 1 giọt nhỏ vào nước và xịt ra không khí là người quanh đó bị nhiễm dần dần rồi Ai mà bị ở Việt Nam,Mà bao chữa khỏi rồi thì cũng nên cách li cho bản thân và mọi ng xug quanh nhé,nó kinh khủng lắm ạ Ko dám ra khỏi nhà nữa luôn,mặc dù đã phòng bị đủ thứ trên người,ko đùa và mạnh miệng được điều gì đâu ạ Thực sự ko thể chủ quan được đâu,mọi người hạn chế được việc gì thì hạn chế nhé! E ko dám đăng tin tức linh tinh đâu,nhưng đây là tin tức xác thực,e sẽ tải video lên cho mọi ng xem Xem thêm","1581046381","88","19","28","1"
"51","6.5790776856036E+18","Lô thuốc đầu  tiên chữa khỏi bệnh viêm phổi virus corona đã được cấp phép và xuất xưởng.","1584542160","12","1 comment","0","1"
"52","6.1237803187468E+18","Tại Vũ Hán một gia tộc hơn 70 người không ai bị nhiễm Covid 19 nhờ:
1. Sử dụng nước ấm để uống và có chất kháng khuẩn tăng sức đề kháng
2. Giữ cho cổ họng không bị khô và thường xuyên xúc miệng bằng nước muối (vì covid 19 thường ở trong cổ họng 4-5 ngày mới phát tán)","1585597620","77","12","8","1"
"53","3.7979429387691E+18","Đêm nay nhà nước mình phun thuốc ngừa dịch cúm corona trên bầu trời toàn quốc nên mọi người hãy chia sẻ cho nhau k nên ra đường trong cung giờ từ 4-7h30 sáng mai 1/2/2020 nếu có việc phải ra đường thì nên đeo khẩu trang, ","1580453520","unknown","unknown","unknown","1"
"54","2.3676654471883E+18","VŨ KHÍ CỦA THẾ KỶ 21 TÂN TIẾN ĐẾN MỨC NÀO

Đất nước có kế hoạch thâm sâu nhất trên thế giới, không đâu khác, chính là Trung Quốc nước láng giềng ta đây. Từ giữa năm 2019, Trung Quốc đã nghiên cứu, thử nghiệm, phát triển virus SARS-CoV-2. Điều này đã được kiểm chứng bởi các tờ báo quốc tế lớn như BBC Mỹ, ABC Úc hay các bác sĩ y học hàng đầu như Giáo Sư đạt giải Nobel người Nhật.

Không biết kế hoạch của Trung Quốc đã đạt đến giai đoạn nào, nhưng hiệu quả của nó đã được chứng thực mang tầm vũ khí siêu việt nhất thế kỷ 21.","1584801780","190","22","4","1"
